transaction_id,date,day_of_week,time,daypart,store_id,city,neighborhood,country,product,category,subcategory,unit_price_usd,quantity,gross_total_usd,discount_pct,net_total_usd,profit_usd,margin_pct,payment_method,customer_id,loyalty_tier,stars_earned,season,weather
TXN-0501,2024-04-08,Monday,16:00,Afternoon,STR-CHI-01,Chicago,The Loop,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,15,4.63,4.05,74.3,Card,CUST-00838,Green,3,Spring,Sunny
TXN-0502,2024-03-31,Sunday,12:20,Lunch,STR-MIA-01,Miami,South Beach,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,3,19.35,10,17.42,12.75,65.9,App,CUST-02491,Gold,6,Spring,Snowy
TXN-0503,2024-06-09,Sunday,16:38,Afternoon,STR-AUS-01,Austin,Downtown,USA,Chocolate Croissant,Food,Bakery,4.45,2,8.9,0,8.9,5.9,66.3,App,CUST-01850,Platinum,2,Summer,Snowy
TXN-0504,2024-01-22,Monday,11:47,Mid Morning,STR-NYC-01,New York,Manhattan,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,App,CUST-00778,Platinum,3,Winter,Rainy
TXN-0505,2024-08-13,Tuesday,17:18,Evening,STR-MIA-01,Miami,South Beach,USA,Chocolate Croissant,Food,Bakery,4.45,3,13.35,0,13.35,8.85,66.3,App,CUST-02827,Gold,9,Summer,Windy
TXN-0506,2024-03-13,Wednesday,11:46,Mid Morning,STR-AUS-01,Austin,Downtown,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,2,12.9,0,12.9,8.5,65.9,Card,CUST-01611,Platinum,6,Spring,Snowy
TXN-0507,2024-06-14,Friday,11:57,Mid Morning,STR-LA-02,Los Angeles,Santa Monica,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,10,1.57,1.2,68.6,Cash,CUST-02834,Green,2,Summer,Cloudy
TXN-0508,2024-03-04,Monday,11:23,Mid Morning,STR-NYC-02,New York,Brooklyn,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,Card,CUST-01552,Gold,3,Spring,Windy
TXN-0509,2024-07-13,Saturday,19:36,Evening,STR-LA-01,Los Angeles,Downtown,USA,Frappuccino,Beverages,Cold Coffee,6.95,2,13.9,0,13.9,10.0,71.9,App,CUST-01719,Green,2,Summer,Rainy
TXN-0510,2024-06-07,Friday,09:57,Mid Morning,STR-LA-01,Los Angeles,Downtown,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,15,1.49,1.2,68.6,Cash,CUST-00051,Green,3,Summer,Snowy
TXN-0511,2024-09-11,Wednesday,06:56,Morning Rush,STR-MIA-01,Miami,South Beach,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,0,2.95,2.15,72.9,Contactless,CUST-01859,Platinum,3,Fall,Snowy
TXN-0512,2024-08-14,Wednesday,06:56,Morning Rush,STR-AUS-01,Austin,Downtown,USA,Cold Brew,Beverages,Cold Coffee,4.75,2,9.5,0,9.5,7.3,76.8,Card,CUST-00201,Platinum,6,Summer,Cloudy
TXN-0513,2024-03-16,Saturday,07:54,Morning Rush,STR-NYC-01,New York,Manhattan,USA,Cold Brew,Beverages,Cold Coffee,4.75,2,9.5,0,9.5,7.3,76.8,Cash,CUST-00360,Platinum,4,Spring,Sunny
TXN-0514,2024-02-25,Sunday,09:18,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Vanilla Bean Scone,Food,Bakery,3.45,4,13.8,0,13.8,9.8,71.0,Card,CUST-01866,Platinum,12,Winter,Windy
TXN-0515,2024-07-03,Wednesday,10:23,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Frappuccino,Beverages,Cold Coffee,6.95,1,6.95,5,6.6,5.0,71.9,App,CUST-01200,Gold,3,Summer,Snowy
TXN-0516,2024-03-09,Saturday,09:33,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,2,7.3,0,7.3,5.6,76.7,App,CUST-00448,Platinum,2,Spring,Windy
TXN-0517,2024-11-18,Monday,12:44,Lunch,STR-BOS-01,Boston,Back Bay,USA,Bottled Water,Merchandise,Drinks,2.45,4,9.8,10,8.82,8.2,83.7,Contactless,CUST-02494,Platinum,8,Fall,Rainy
TXN-0518,2024-05-12,Sunday,15:59,Afternoon,STR-LA-01,Los Angeles,Downtown,USA,Bottled Water,Merchandise,Drinks,2.45,1,2.45,0,2.45,2.05,83.7,Contactless,CUST-02018,Gold,3,Spring,Cloudy
TXN-0519,2024-11-08,Friday,21:00,Evening,STR-NYC-02,New York,Brooklyn,USA,Espresso,Beverages,Hot Coffee,2.95,2,5.9,0,5.9,4.7,79.7,Card,CUST-02521,Platinum,2,Fall,Snowy
TXN-0520,2024-07-30,Tuesday,14:40,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Frappuccino,Beverages,Cold Coffee,6.95,1,6.95,0,6.95,5.0,71.9,Cash,CUST-01043,Green,3,Summer,Sunny
TXN-0521,2024-06-06,Thursday,10:00,Mid Morning,STR-NYC-02,New York,Brooklyn,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,0,5.45,4.05,74.3,App,CUST-00720,Gold,2,Summer,Cloudy
TXN-0522,2024-06-18,Tuesday,12:30,Lunch,STR-NYC-01,New York,Manhattan,USA,Nitro Cold Brew,Beverages,Cold Coffee,5.45,3,16.35,0,16.35,12.45,76.1,Contactless,CUST-02200,Gold,3,Summer,Rainy
TXN-0523,2024-08-24,Saturday,07:33,Morning Rush,STR-CHI-01,Chicago,The Loop,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,3,15.75,0,15.75,10.35,65.7,App,CUST-00854,Platinum,6,Summer,Windy
TXN-0524,2024-12-16,Monday,18:22,Evening,STR-NYC-02,New York,Brooklyn,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,2,10.5,15,8.92,6.9,65.7,Cash,CUST-01537,Gold,2,Winter,Windy
TXN-0525,2024-03-25,Monday,08:50,Morning Rush,STR-CHI-01,Chicago,The Loop,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,5,5.46,3.85,67.0,App,CUST-01113,Gold,3,Spring,Snowy
TXN-0526,2024-02-14,Wednesday,10:53,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Marshmallow Dream Bar,Food,Snacks,2.95,3,8.85,0,8.85,6.45,72.9,App,CUST-01533,Gold,3,Winter,Sunny
TXN-0527,2024-04-13,Saturday,07:30,Morning Rush,STR-AUS-01,Austin,Downtown,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,Cash,CUST-01341,Gold,2,Spring,Cloudy
TXN-0528,2024-02-20,Tuesday,08:46,Morning Rush,STR-NYC-01,New York,Manhattan,USA,Bottled Water,Merchandise,Drinks,2.45,2,4.9,0,4.9,4.1,83.7,App,CUST-00017,Platinum,6,Winter,Rainy
TXN-0529,2024-01-23,Tuesday,18:06,Evening,STR-AUS-01,Austin,Downtown,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,5,4.51,3.65,76.8,App,CUST-02366,Platinum,2,Winter,Rainy
TXN-0530,2024-11-23,Saturday,09:17,Mid Morning,STR-AUS-01,Austin,Downtown,USA,Vanilla Latte,Beverages,Hot Coffee,5.95,1,5.95,0,5.95,4.35,73.1,App,CUST-01117,Gold,3,Fall,Cloudy
TXN-0531,2024-03-21,Thursday,20:35,Evening,STR-AUS-01,Austin,Downtown,USA,Strawberry Açaí Refresher,Beverages,Refreshers,5.25,1,5.25,0,5.25,4.1,78.1,Cash,CUST-01111,Platinum,2,Spring,Cloudy
TXN-0532,2024-12-26,Thursday,09:19,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,10,4.0,2.95,66.3,App,CUST-00533,Platinum,2,Winter,Sunny
TXN-0533,2024-08-29,Thursday,07:27,Morning Rush,STR-SEA-02,Seattle,Pike Place,USA,Frappuccino,Beverages,Cold Coffee,6.95,1,6.95,0,6.95,5.0,71.9,Contactless,CUST-02525,Platinum,3,Summer,Rainy
TXN-0534,2024-06-08,Saturday,16:42,Afternoon,STR-AUS-01,Austin,Downtown,USA,Nitro Cold Brew,Beverages,Cold Coffee,5.45,2,10.9,0,10.9,8.3,76.1,Card,CUST-00381,Gold,6,Summer,Snowy
TXN-0535,2024-02-19,Monday,15:49,Afternoon,STR-MIA-01,Miami,South Beach,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Cash,CUST-01489,Green,1,Winter,Snowy
TXN-0536,2024-04-03,Wednesday,18:29,Evening,STR-MIA-01,Miami,South Beach,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,2,10.5,0,10.5,6.9,65.7,Cash,CUST-01961,Gold,2,Spring,Snowy
TXN-0537,2024-03-28,Thursday,14:08,Afternoon,STR-AUS-01,Austin,Downtown,USA,Chocolate Croissant,Food,Bakery,4.45,2,8.9,0,8.9,5.9,66.3,Cash,CUST-02278,Platinum,2,Spring,Sunny
TXN-0538,2024-06-03,Monday,14:15,Afternoon,STR-BOS-01,Boston,Back Bay,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Contactless,CUST-00271,Green,2,Summer,Rainy
TXN-0539,2024-04-16,Tuesday,11:50,Mid Morning,STR-SEA-01,Seattle,Capitol Hill,USA,Vanilla Bean Scone,Food,Bakery,3.45,2,6.9,0,6.9,4.9,71.0,App,CUST-02916,Green,2,Spring,Windy
TXN-0540,2024-09-06,Friday,12:35,Lunch,STR-NYC-02,New York,Brooklyn,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,5,5.94,4.55,72.8,Contactless,CUST-00286,Green,2,Fall,Windy
TXN-0541,2024-02-25,Sunday,15:03,Afternoon,STR-NYC-02,New York,Brooklyn,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,0,5.75,3.85,67.0,App,CUST-00601,Green,3,Winter,Cloudy
TXN-0542,2024-08-19,Monday,15:28,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Cash,CUST-01781,Gold,2,Summer,Rainy
TXN-0543,2024-02-15,Thursday,12:54,Lunch,STR-LA-01,Los Angeles,Downtown,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,2,12.9,10,11.61,9.3,72.1,App,CUST-00004,Green,4,Winter,Windy
TXN-0544,2024-07-02,Tuesday,18:15,Evening,STR-SEA-02,Seattle,Pike Place,USA,Iced Latte,Beverages,Cold Coffee,5.75,3,17.25,5,16.39,12.75,73.9,Cash,CUST-02916,Gold,9,Summer,Snowy
TXN-0545,2024-07-26,Friday,09:11,Mid Morning,STR-MIA-01,Miami,South Beach,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Cash,CUST-01709,Platinum,2,Summer,Cloudy
TXN-0546,2024-05-27,Monday,08:01,Morning Rush,STR-LA-01,Los Angeles,Downtown,USA,Americano,Beverages,Hot Coffee,3.45,1,3.45,5,3.28,2.7,78.3,Contactless,CUST-00557,Gold,3,Spring,Sunny
TXN-0547,2024-03-11,Monday,18:44,Evening,STR-BOS-01,Boston,Back Bay,USA,Vanilla Bean Scone,Food,Bakery,3.45,3,10.35,10,9.31,7.35,71.0,Contactless,CUST-02087,Platinum,3,Spring,Snowy
TXN-0548,2024-10-09,Wednesday,09:27,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Card,CUST-02917,Gold,3,Fall,Windy
TXN-0549,2024-05-17,Friday,14:02,Afternoon,STR-NYC-01,New York,Manhattan,USA,Vanilla Bean Scone,Food,Bakery,3.45,3,10.35,0,10.35,7.35,71.0,App,CUST-02377,Platinum,6,Spring,Snowy
TXN-0550,2024-12-19,Thursday,16:54,Afternoon,STR-CHI-01,Chicago,The Loop,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,App,CUST-01005,Green,3,Winter,Snowy
TXN-0551,2024-11-18,Monday,13:37,Lunch,STR-CHI-01,Chicago,The Loop,USA,Cold Brew,Beverages,Cold Coffee,4.75,2,9.5,0,9.5,7.3,76.8,App,CUST-01921,Gold,6,Fall,Snowy
TXN-0552,2024-09-19,Thursday,10:22,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Marshmallow Dream Bar,Food,Snacks,2.95,1,2.95,0,2.95,2.15,72.9,Cash,CUST-02978,Green,3,Fall,Windy
TXN-0553,2024-05-13,Monday,14:36,Afternoon,STR-NYC-01,New York,Manhattan,USA,Cold Brew,Beverages,Cold Coffee,4.75,2,9.5,0,9.5,7.3,76.8,App,CUST-01175,Gold,6,Spring,Snowy
TXN-0554,2024-02-12,Monday,18:17,Evening,STR-CHI-01,Chicago,The Loop,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,0,3.65,2.8,76.7,Cash,CUST-00059,Gold,2,Winter,Sunny
TXN-0555,2024-11-05,Tuesday,16:42,Afternoon,STR-MIA-01,Miami,South Beach,USA,Americano,Beverages,Hot Coffee,3.45,3,10.35,0,10.35,8.1,78.3,Card,CUST-01987,Green,6,Fall,Cloudy
TXN-0556,2024-09-27,Friday,08:09,Morning Rush,STR-BOS-01,Boston,Back Bay,USA,Pumpkin Spice Latte,Beverages,Hot Coffee,6.45,1,6.45,10,5.81,4.55,70.5,Contactless,CUST-01570,Green,2,Fall,Cloudy
TXN-0557,2024-12-04,Wednesday,09:36,Mid Morning,STR-SEA-01,Seattle,Capitol Hill,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,2,12.9,0,12.9,8.5,65.9,App,CUST-00687,Gold,2,Winter,Snowy
TXN-0558,2024-07-23,Tuesday,16:48,Afternoon,STR-AUS-01,Austin,Downtown,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,0,5.75,3.85,67.0,Contactless,CUST-01944,Platinum,3,Summer,Rainy
TXN-0559,2024-03-15,Friday,06:59,Morning Rush,STR-MIA-01,Miami,South Beach,USA,Bottled Water,Merchandise,Drinks,2.45,3,7.35,0,7.35,6.15,83.7,App,CUST-00399,Gold,9,Spring,Windy
TXN-0560,2024-11-22,Friday,11:58,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Birthday Cake Pop,Food,Snacks,1.75,4,7.0,0,7.0,4.8,68.6,Cash,CUST-02681,Gold,4,Fall,Windy
TXN-0561,2024-07-19,Friday,16:46,Afternoon,STR-BOS-01,Boston,Back Bay,USA,Birthday Cake Pop,Food,Snacks,1.75,2,3.5,5,3.32,2.4,68.6,Card,CUST-01284,Platinum,4,Summer,Windy
TXN-0562,2024-01-06,Saturday,06:06,Morning Rush,STR-AUS-01,Austin,Downtown,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,2,12.9,0,12.9,9.3,72.1,Card,CUST-02971,Gold,4,Winter,Rainy
TXN-0563,2024-05-08,Wednesday,15:03,Afternoon,STR-BOS-01,Boston,Back Bay,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,App,CUST-02901,Green,3,Spring,Sunny
TXN-0564,2024-02-14,Wednesday,16:41,Afternoon,STR-BOS-01,Boston,Back Bay,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,1,3.65,5,3.47,2.8,76.7,Card,CUST-01038,Green,1,Winter,Rainy
TXN-0565,2024-08-27,Tuesday,19:17,Evening,STR-SEA-02,Seattle,Pike Place,USA,Cold Brew,Beverages,Cold Coffee,4.75,2,9.5,0,9.5,7.3,76.8,Cash,CUST-00664,Platinum,4,Summer,Sunny
TXN-0566,2024-05-21,Tuesday,10:03,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,15,4.04,3.65,76.8,Contactless,CUST-00285,Gold,1,Spring,Snowy
TXN-0567,2024-04-12,Friday,12:09,Lunch,STR-AUS-01,Austin,Downtown,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,5,5.46,3.85,67.0,App,CUST-01809,Green,3,Spring,Rainy
TXN-0568,2024-02-22,Thursday,14:16,Afternoon,STR-MIA-01,Miami,South Beach,USA,Peppermint Mocha,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.6,71.3,App,CUST-00155,Gold,1,Winter,Snowy
TXN-0569,2024-05-16,Thursday,19:36,Evening,STR-NYC-01,New York,Manhattan,USA,Americano,Beverages,Hot Coffee,3.45,2,6.9,0,6.9,5.4,78.3,Contactless,CUST-01655,Gold,4,Spring,Sunny
TXN-0570,2024-10-03,Thursday,20:52,Evening,STR-MIA-01,Miami,South Beach,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,Cash,CUST-02793,Platinum,2,Fall,Rainy
TXN-0571,2024-07-24,Wednesday,20:05,Evening,STR-SEA-01,Seattle,Capitol Hill,USA,Frappuccino,Beverages,Cold Coffee,6.95,2,13.9,0,13.9,10.0,71.9,Contactless,CUST-01188,Gold,2,Summer,Cloudy
TXN-0572,2024-03-31,Sunday,10:12,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,1,24.95,0,24.95,16.95,67.9,Cash,CUST-01993,Green,3,Spring,Sunny
TXN-0573,2024-11-19,Tuesday,08:12,Morning Rush,STR-NYC-01,New York,Manhattan,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,2,12.9,5,12.25,8.5,65.9,Contactless,CUST-01593,Platinum,2,Fall,Sunny
TXN-0574,2024-10-03,Thursday,20:51,Evening,STR-MIA-01,Miami,South Beach,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,15,3.78,2.95,66.3,Cash,CUST-00230,Green,1,Fall,Rainy
TXN-0575,2024-01-22,Monday,17:42,Evening,STR-AUS-01,Austin,Downtown,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,0,5.75,3.85,67.0,Card,CUST-02374,Platinum,3,Winter,Cloudy
TXN-0576,2024-02-06,Tuesday,12:01,Lunch,STR-MIA-01,Miami,South Beach,USA,Peppermint Mocha,Beverages,Hot Coffee,6.45,2,12.9,10,11.61,9.2,71.3,Card,CUST-02873,Platinum,2,Winter,Cloudy
TXN-0577,2024-01-08,Monday,19:52,Evening,STR-NYC-02,New York,Brooklyn,USA,Americano,Beverages,Hot Coffee,3.45,2,6.9,0,6.9,5.4,78.3,App,CUST-00436,Green,6,Winter,Sunny
TXN-0578,2024-09-11,Wednesday,09:21,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,Card,CUST-01318,Platinum,3,Fall,Cloudy
TXN-0579,2024-01-24,Wednesday,08:09,Morning Rush,STR-SEA-02,Seattle,Pike Place,USA,Americano,Beverages,Hot Coffee,3.45,1,3.45,0,3.45,2.7,78.3,Card,CUST-01797,Gold,3,Winter,Cloudy
TXN-0580,2024-10-24,Thursday,17:40,Evening,STR-BOS-01,Boston,Back Bay,USA,Pumpkin Spice Latte,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.55,70.5,Contactless,CUST-00331,Green,1,Fall,Sunny
TXN-0581,2024-01-04,Thursday,16:37,Afternoon,STR-CHI-01,Chicago,The Loop,USA,Americano,Beverages,Hot Coffee,3.45,3,10.35,0,10.35,8.1,78.3,Card,CUST-00845,Gold,9,Winter,Cloudy
TXN-0582,2024-11-23,Saturday,11:11,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,0,5.45,4.05,74.3,Contactless,CUST-02507,Platinum,1,Fall,Sunny
TXN-0583,2024-11-17,Sunday,06:15,Morning Rush,STR-LA-02,Los Angeles,Santa Monica,USA,Chocolate Croissant,Food,Bakery,4.45,1,4.45,0,4.45,2.95,66.3,Cash,CUST-02211,Platinum,1,Fall,Windy
TXN-0584,2024-04-22,Monday,15:17,Afternoon,STR-NYC-01,New York,Manhattan,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,2,12.9,0,12.9,8.5,65.9,Contactless,CUST-02038,Green,6,Spring,Cloudy
TXN-0585,2024-03-22,Friday,10:13,Mid Morning,STR-SEA-02,Seattle,Pike Place,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,0,4.75,3.65,76.8,App,CUST-00428,Platinum,2,Spring,Sunny
TXN-0586,2024-10-02,Wednesday,07:32,Morning Rush,STR-NYC-02,New York,Brooklyn,USA,Americano,Beverages,Hot Coffee,3.45,1,3.45,0,3.45,2.7,78.3,Contactless,CUST-02428,Green,3,Fall,Windy
TXN-0587,2024-06-15,Saturday,15:20,Afternoon,STR-LA-02,Los Angeles,Santa Monica,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,1,5.25,5,4.99,3.45,65.7,App,CUST-00972,Gold,1,Summer,Snowy
TXN-0588,2024-04-12,Friday,08:37,Morning Rush,STR-MIA-01,Miami,South Beach,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,3,17.25,0,17.25,11.55,67.0,Card,CUST-02497,Gold,3,Spring,Snowy
TXN-0589,2024-04-01,Monday,11:12,Mid Morning,STR-SEA-01,Seattle,Capitol Hill,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,15,4.89,3.85,67.0,Card,CUST-00132,Green,2,Spring,Windy
TXN-0590,2024-01-31,Wednesday,18:29,Evening,STR-SEA-02,Seattle,Pike Place,USA,Chai Tea Latte,Beverages,Tea,5.45,1,5.45,0,5.45,4.05,74.3,Cash,CUST-02473,Gold,1,Winter,Cloudy
TXN-0591,2024-11-22,Friday,13:14,Lunch,STR-NYC-02,New York,Brooklyn,USA,Americano,Beverages,Hot Coffee,3.45,1,3.45,0,3.45,2.7,78.3,Card,CUST-02424,Platinum,2,Fall,Snowy
TXN-0592,2024-08-24,Saturday,11:55,Mid Morning,STR-LA-02,Los Angeles,Santa Monica,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,Card,CUST-02424,Gold,3,Summer,Cloudy
TXN-0593,2024-10-20,Sunday,07:30,Morning Rush,STR-AUS-01,Austin,Downtown,USA,Caramel Macchiato,Beverages,Hot Coffee,6.45,1,6.45,0,6.45,4.65,72.1,Contactless,CUST-02854,Platinum,2,Fall,Sunny
TXN-0594,2024-08-19,Monday,14:00,Afternoon,STR-SEA-02,Seattle,Pike Place,USA,Spinach Feta Wrap,Food,Sandwiches,5.75,1,5.75,10,5.17,3.85,67.0,Cash,CUST-00980,Green,2,Summer,Sunny
TXN-0595,2024-01-09,Tuesday,09:29,Mid Morning,STR-BOS-01,Boston,Back Bay,USA,Marshmallow Dream Bar,Food,Snacks,2.95,2,5.9,5,5.61,4.3,72.9,Contactless,CUST-00568,Green,4,Winter,Snowy
TXN-0596,2024-04-04,Thursday,16:00,Afternoon,STR-NYC-02,New York,Brooklyn,USA,Birthday Cake Pop,Food,Snacks,1.75,2,3.5,0,3.5,2.4,68.6,App,CUST-01215,Platinum,4,Spring,Snowy
TXN-0597,2024-05-18,Saturday,09:43,Mid Morning,STR-NYC-02,New York,Brooklyn,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,1,24.95,0,24.95,16.95,67.9,App,CUST-02109,Gold,3,Spring,Rainy
TXN-0598,2024-01-27,Saturday,12:02,Lunch,STR-SEA-01,Seattle,Capitol Hill,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,App,CUST-02297,Platinum,3,Winter,Cloudy
TXN-0599,2024-03-11,Monday,08:30,Morning Rush,STR-BOS-01,Boston,Back Bay,USA,Bacon & Gouda Sandwich,Food,Sandwiches,5.25,1,5.25,10,4.73,3.45,65.7,Card,CUST-01313,Platinum,1,Spring,Rainy
TXN-0600,2024-05-16,Thursday,09:04,Mid Morning,STR-SEA-01,Seattle,Capitol Hill,USA,Bottled Water,Merchandise,Drinks,2.45,2,4.9,0,4.9,4.1,83.7,App,CUST-01926,Gold,6,Spring,Windy
TXN-0601,2024-12-13,Friday,11:23,Mid Morning,STR-NYC-02,New York,Brooklyn,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,3,74.85,0,74.85,50.85,67.9,App,CUST-01601,Gold,3,Winter,Cloudy
TXN-0602,2024-05-27,Monday,09:44,Mid Morning,STR-LA-01,Los Angeles,Downtown,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,App,CUST-01201,Green,3,Spring,Snowy
TXN-0603,2024-12-15,Sunday,12:26,Lunch,STR-MIA-01,Miami,South Beach,USA,Starbucks Tumbler,Merchandise,Drinkware,24.95,3,74.85,5,71.11,50.85,67.9,Card,CUST-00258,Green,6,Winter,Sunny
TXN-0604,2024-04-28,Sunday,11:21,Mid Morning,STR-SEA-01,Seattle,Capitol Hill,USA,Bottled Water,Merchandise,Drinks,2.45,2,4.9,0,4.9,4.1,83.7,Contactless,CUST-01876,Platinum,6,Spring,Rainy
TXN-0605,2024-10-17,Thursday,10:50,Mid Morning,STR-CHI-01,Chicago,The Loop,USA,Pike Place Roast,Beverages,Hot Coffee,3.65,3,10.95,0,10.95,8.4,76.7,App,CUST-00608,Gold,6,Fall,Rainy
TXN-0606,2024-05-25,Saturday,15:10,Afternoon,STR-AUS-01,Austin,Downtown,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,4,25.8,0,25.8,17.0,65.9,Card,CUST-00661,Green,12,Spring,Cloudy
TXN-0607,2024-02-29,Thursday,14:28,Afternoon,STR-CHI-01,Chicago,The Loop,USA,Peppermint Mocha,Beverages,Hot Coffee,6.45,4,25.8,0,25.8,18.4,71.3,App,CUST-02727,Green,12,Winter,Rainy
TXN-0608,2024-06-25,Tuesday,13:10,Lunch,STR-AUS-01,Austin,Downtown,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,Contactless,CUST-00596,Green,2,Summer,Snowy
TXN-0609,2024-06-12,Wednesday,16:32,Afternoon,STR-SEA-01,Seattle,Capitol Hill,USA,Matcha Latte,Beverages,Hot Coffee,6.25,1,6.25,0,6.25,4.55,72.8,Cash,CUST-02350,Gold,2,Summer,Cloudy
TXN-0610,2024-10-16,Wednesday,08:30,Morning Rush,STR-NYC-01,New York,Manhattan,USA,Impossible Breakfast Sandwich,Food,Sandwiches,6.45,1,6.45,0,6.45,4.25,65.9,Cash,CUST-00102,Platinum,1,Fall,Snowy
TXN-0611,2024-11-12,Tuesday,08:03,Morning Rush,STR-BOS-01,Boston,Back Bay,USA,Espresso,Beverages,Hot Coffee,2.95,1,2.95,0,2.95,2.35,79.7,Card,CUST-01139,Platinum,3,Fall,Cloudy
TXN-0612,2024-01-12,Friday,11:42,Mid Morning,STR-NYC-02,New York,Brooklyn,USA,Cold Brew,Beverages,Cold Coffee,4.75,1,4.75,15,4.04,3.65,76.8,Contactless,CUST-01302,Gold,1,Winter,Windy
TXN-0613,2024-11-05,Tuesday,19:23,Evening,STR-SEA-02,Seattle,Pike Place,USA,Bottled Water,Merchandise,Drinks,2.45,3,7.35,0,7.35,6.15,83.7,Contactless,CUST-01528,Gold,6,Fall,Sunny
TXN-0614,2024-05-25,Saturday,21:55,Evening,STR-AUS-01,Austin,Downtown,USA,Birthday Cake Pop,Food,Snacks,1.75,1,1.75,0,1.75,1.2,68.6,Contactless,CUST-01813,Platinum,2,Spring,Rainy
